,title,Domestic Gross,Year,rating,id,imdbid
1661,Contracted,4105,2013,1,5400,2281159
1662,Best Man Down,1938,2013,1,5109,1885300
1663,Transformers: Age of Extinction,245439076,2014,1,5598,2109248
1664,Guardians of the Galaxy,333176600,2014,1,5671,2015381
1665,Maleficent,241410378,2014,1,5510,1587310
1666,X-Men: Days of Future Past,233921534,2014,0,5499,1877832
1667,Captain America: The Winter Soldier,259766572,2014,1,5351,1843866
1668,Dawn of the Planet of the Apes,208545589,2014,0,5624,2103281
1669,Interstellar,188020017,2014,1,5902,816692
1670,Big Hero 6,222527828,2014,1,5906,2245084
1671,How to Train Your Dragon 2,177002924,2014,0,5618,1646971
1672,American Sniper,350126372,2014,0,6118,2179136
1673,Rio 2,131538435,2014,1,5340,2357291
1674,Teenage Mutant Ninja Turtles,191204754,2014,1,5687,1291150
1675,Lucy,126663600,2014,1,5650,2872732
1676,Penguins of Madagascar,83850911,2014,0,5950,1911658
1677,Edge of Tomorrow,100206256,2014,0,5529,1631867
1678,Gone Girl,167767189,2014,1,5801,2267998
1679,Night at the Museum: Secret of the Tomb,113746621,2014,0,8236,2692250
1680,Noah,101200044,2014,1,5348,1959490
1681,300: Rise of an Empire,106580051,2014,0,5256,1253863
1682,Divergent,150947895,2014,1,5308,1840309
1683,Paddington,76271832,2014,1,5997,1109624
1684,Neighbors,150157400,2014,1,5487,2004420
1685,Exodus: Gods and Kings,65014513,2014,0,6019,1528100
1686,Annabelle,84273813,2014,1,5804,3322940
1687,Hercules,72688614,2014,0,5661,1267297
1688,Non-Stop,92168600,2014,1,5217,2024469
1689,Dracula Untold,56280355,2014,0,8316,829150
1690,Into the Woods,128002372,2014,1,6000,2180411
1691,Fury,85817906,2014,0,5862,2713180
1692,Need for Speed,43577636,2014,0,5693,2369135
1693,Into the Storm,47602194,2014,1,5679,2106361
1694,Unbroken,115637895,2014,0,6013,1809398
1695,Ride Along,134938200,2014,0,5104,1408253
1696,Annie,85911262,2014,1,6003,1823664
1697,Jack Ryan: Shadow Recruit,50577412,2014,0,5090,1205537
1698,Blended,46294610,2014,1,5664,1086772
1699,Pompeii,23219748,2014,1,5196,1921064
1700,Seventh Son,17223265,2014,1,6191,1121096
1701,Horrible Bosses 2,54445357,2014,0,8331,2170439
1702,Ouija,50856010,2014,1,5981,1204977
1703,Transcendence,23022309,2014,0,5405,2209764
1704,Tammy,84525432,2014,1,5608,2103254
1705,Paranormal Activity: The Marked Ones,32462372,2014,0,5219,2473682
1706,A Million Ways to Die in the West,43139300,2014,0,5517,2557490
1707,Step Up All In,14904384,2014,0,6421,2626350
1708,John Wick,43037835,2014,0,5897,2911666
1709,Muppets Most Wanted,51183113,2014,0,5482,2281587
1710,If I Stay,50474843,2014,1,5722,1355630
1711,"I, Frankenstein",19075290,2014,0,5218,1418377
1712,Crimson Peak,31090320,2014,1,6494,2554274
1713,Brick Mansions,20396829,2014,1,5447,1430612
1714,Jersey Boys,47047013,2014,0,5649,1742044
1715,Selma,52076908,2014,1,5959,1020072
1716,Begin Again,16170632,2014,1,5616,1980929
1717,A Walk Among the Tombstones,26307600,2014,0,5770,365907
1718,Dolphin Tale 2,42024533,2014,1,8327,2978462
1719,St. Vincent,44137712,2014,1,6010,2170593
1720,3 Days to Kill,30697999,2014,1,5192,2172934
1721,Wild,37880356,2014,1,5971,2305051
1722,Magic in the Moonlight,10539326,2014,1,5947,2870756
1723,About Last Night,48637684,2014,0,8340,1826590
1724,Whiplash,13092000,2014,0,5818,2582802
1725,Chef,31424003,2014,0,5486,2883512
1726,Boyhood,25352281,2014,1,5508,1065073
1727,Nightcrawler,32381217,2014,1,5887,2872718
1728,That Awkward Moment,26068955,2014,1,5236,1800246
1729,Oculus,27695246,2014,1,5416,2388715
1730,This Is Where I Leave You,34296320,2014,0,5977,1371150
1731,Sin City: A Dame to Kill For,13757804,2014,0,5717,458481
1732,Million Dollar Arm,36457627,2014,0,5387,1647668
1733,A Most Wanted Man,17237855,2014,0,5713,1972571
1734,When the Game Stands Tall,30127963,2014,0,5709,2247476
1735,Draft Day,28842237,2014,0,5442,2223990
1736,Big Eyes,14482031,2014,1,6159,1126590
1737,Top Five,25317471,2014,1,6026,2784678
1738,"Love, Rosie",20431,2014,1,6188,1638002
1739,Fading Gigolo,3769873,2014,0,5428,2258345
1740,Mr. Turner,3958500,2014,0,6009,2473794
1741,Sabotage,10508518,2014,1,5625,1742334
1742,Yves Saint Laurent,723593,2014,0,5421,2707858
1743,Foxcatcher,12096300,2014,0,5942,1100089
1744,Before I Go to Sleep,3242457,2014,1,6185,1726592
1745,Calvary,3600006,2014,0,5620,2234003
1746,Belle,10726630,2014,1,5449,2404181
1747,Vampire Academy,7791979,2014,1,5135,1686821
1748,Inherent Vice,8110975,2014,0,5922,1791528
1749,Beyond the Lights,14618727,2014,1,5817,3125324
1750,Mommy,3494070,2014,1,6007,3612616
1751,A Most Violent Year,5749134,2014,1,6117,2937898
1752,My Old Lady,4013786,2014,1,6266,2908856
1753,What If,3493000,2014,1,6083,1486834
1754,Walk of Shame,59209,2014,1,5465,2463288
1755,Bad Words,7779614,2014,0,5460,2170299
1756,A Long Way Down,13347,2014,1,5346,458413
1757,What We Do in the Shadows,3469224,2014,0,5597,3416742
1758,Hector and the Search for Happiness,1124445,2014,0,5701,1626146
1759,Tracks,510007,2014,1,5622,2167266
1760,Phoenix,3184472,2014,1,5940,2764784
1761,Under the Skin,2614251,2014,0,5397,1441395
1762,Wish I Was Here,3591299,2014,1,5811,2870708
1763,Pawn Sacrifice,2436633,2014,0,6475,1596345
1764,Escobar: Paradise Lost,195792,2014,0,6331,2515030
1765,Locke,1375769,2014,0,5527,2692904
1766,Predestination,68372,2014,1,6172,2397535
1767,Trash,17484,2014,0,7777,1921149
1768,Clouds of Sils Maria,1851517,2014,1,5927,2452254
1769,Dear White People,4404154,2014,1,5918,2235108
1770,Maps to the Stars,350741,2014,1,5764,2172584
1771,Clown,55007,2014,1,7280,1780798
1772,Song of the Sea,857522,2014,1,6182,1865505
1773,Horns,173948,2014,1,5893,1528071
1774,Citizenfour,2800870,2014,0,5935,4044364
1775,Black Sea,1171559,2014,0,6423,2261331
1776,Veronica Mars,3322127,2014,1,5282,2771372
1777,Enemy,1008726,2014,0,6753,2316411
1778,Words and Pictures,2171257,2014,1,5464,2380331
1779,Obvious Child,3123963,2014,1,5590,2910274
1780,Rosewater,3128941,2014,0,6545,2752688
1781,Joe,373375,2014,0,5396,2382396
1782,Laggies,1066981,2014,1,5831,2034031
1783,Frank,645186,2014,0,5720,1605717
1784,Haider,1048143,2014,0,7713,3390572
1785,Gimme Shelter,1359910,2014,0,5131,1657510
1786,Ek Villain,730530,2014,0,5599,3175038
1787,Anna,4288,2014,1,8786,7456310
1788,Dead Snow 2,37473,2014,1,5149,2832470
1789,Blue Ruin,258384,2014,1,5653,2359024
1790,Palo Alto,767732,2014,1,5526,2479800
1791,Particle Fever,869838,2014,1,6004,1385956
1792,Highway,529136,2014,0,8739,2980794
1793,Atlas Shrugged: Who Is John Galt?,846704,2014,1,5745,2800038
1794,Land Ho!,727594,2014,1,7007,3283556
1795,Effie Gray,352534,2014,1,6476,1605798
1796,A Girl Walks Home Alone at Night,491910,2014,1,6036,2326554
1797,Two Night Stand,18612,2014,1,5807,2140619
1798,I Origins,336472,2014,1,6045,2884206
1799,White Bird in a Blizzard,33821,2014,1,6025,2238050
1800,God Help the Girl,102757,2014,1,5753,2141751
1801,Coherence,102617,2014,1,6686,2866360
1802,Zero Motivation,116044,2014,1,6050,3576084
1803,Knights of Badassdom,123854,2014,1,5145,1545660
1804,Better Living Through Chemistry,75143,2014,0,7974,1609479
1805,Ardor,18565,2014,0,7086,1384925
1806,Decoding Annie Parker,48390,2014,1,5541,1464191
1807,Cheap Thrills,59424,2014,0,7424,2389182
1808,Zombeavers,14947,2014,1,6091,2784512
1809,Last Passenger,14806,2014,1,5193,1858481
1810,At Middleton,53837,2014,1,5758,1483324
1811,Interior. Leather Bar.,42534,2014,0,5491,2352488
1812,Adult World,25368,2014,1,6699,1067765
1813,Not Cool,36026,2014,1,6747,3569356
1814,Happy Christmas,30312,2014,1,5870,2955096
1815,Comet,8623,2014,0,6607,2965412
1816,A Picture of You,19480,2014,1,6727,2351098
1817,Barefoot,15071,2014,1,5409,2355495
1818,Boy Meets Girl,12589,2014,1,6264,3007302
1819,Very Good Girls,6940,2014,1,7716,1931602
1820,Life Partners,8265,2014,1,6740,2870808
1821,Jurassic World,652270625,2015,1,6306,369610
1822,Furious 7,353007020,2015,1,6186,2820852
1823,Avengers: Age of Ultron,459005868,2015,1,6217,2395427
1824,Minions,336045770,2015,1,6338,2293640
1825,Spectre,200074609,2015,0,6519,2379713
1826,Inside Out,356461711,2015,1,6255,2096673
1827,Mission: Impossible - Rogue Nation,195042377,2015,0,6389,2381249
1828,Fifty Shades of Grey,166167230,2015,1,6113,2322441
1829,Cinderella,201151353,2015,1,6152,1661199
1830,Ant-Man,180202163,2015,0,6359,478970
1831,Hotel Transylvania 2,169700110,2015,1,6487,2510894
1832,San Andreas,155190832,2015,1,6281,2126355
1833,Terminator Genisys,89760956,2015,0,6340,1340138
1834,Kingsman: The Secret Service,128261724,2015,1,6108,2802144
1835,Mad Max: Fury Road,153636354,2015,1,6242,1392190
1836,Maze Runner: The Scorch Trials,81697192,2015,1,6457,4046784
1837,Insurgent,130179072,2015,1,6157,2908446
1838,Pitch Perfect 2,184296230,2015,1,6284,2848292
1839,Pixels,78747585,2015,0,6367,2120120
1840,Spy,110825712,2015,1,6265,3079380
1841,Alvin and the Chipmunks: The Road Chip,85886987,2015,0,8375,2974918
1842,Ted 2,81476385,2015,0,6350,2637276
1843,Tomorrowland,93436322,2015,1,6267,1964418
1844,Everest,43482270,2015,0,6913,2719848
1845,Straight Outta Compton,161197785,2015,0,6435,1398426
1846,Jupiter Ascending,47387723,2015,1,6101,1617661
1847,Creed,109767581,2015,0,6588,3076658
1848,Bridge of Spies,72313754,2015,0,6502,3682448
1849,Goosebumps,80080379,2015,0,6508,1051904
1850,Gods of Egypt,31153464,2015,0,6921,2404233
1851,Trainwreck,110212700,2015,1,6357,3152624
1852,Point Break,28782481,2015,0,6632,2058673
1853,Pan,35088320,2015,0,6611,3332064
1854,Ride Along 2,91221830,2015,0,7261,2869728
1855,Magic Mike XXL,66013057,2015,1,6372,2268016
1856,Insidious: Chapter 3,52218558,2015,1,6292,3195644
1857,Get Hard,90411453,2015,0,6325,2561572
1858,Paul Blart: Mall Cop 2,71038190,2015,0,8770,3450650
1859,Vacation,58884188,2015,1,6596,1524930
1860,Shaun the Sheep Movie,19375982,2015,0,6329,2872750
1861,Sisters,87044645,2015,1,6609,1850457
1862,Chappie,31569268,2015,0,6134,1823672
1863,Joy,56451232,2015,1,6635,2446980
1864,Black Mass,62575678,2015,0,6486,1355683
1865,Spotlight,45055776,2015,0,6707,1895587
1866,In the Heart of the Sea,25020758,2015,0,6589,1390411
1867,Sicario,46889293,2015,0,6470,3397884
1868,Hitman: Agent 47,22467450,2015,0,8334,2679042
1869,Run All Night,26461644,2015,0,6299,2199571
1870,13 Hours,52853219,2015,0,6992,4172430
1871,Unfriended,32482090,2015,1,6504,3713166
1872,Brooklyn,38322743,2015,1,6549,2381111
1873,Woman in Gold,33307793,2015,1,6288,2404425
1874,Krampus,42725475,2015,1,6601,3850590
1875,Hot Pursuit,34580201,2015,0,8037,2967224
1876,Entourage,32363404,2015,0,6303,1674771
1877,Mortdecai,7696134,2015,0,6098,3045616
1878,Still Alice,18754371,2015,1,6066,3316960
1879,Legend,1872994,2015,1,6671,3569230
1880,Love the Coopers,26302731,2015,1,6595,2279339
1881,Ricki and the Flash,26822144,2015,1,6410,3623726
1882,Carol,12711491,2015,1,6563,2402927
1883,A Walk in the Woods,29504281,2015,0,8675,1178665
1884,Ex Machina,25442958,2015,0,6084,470752
1885,Steve Jobs,17766658,2015,1,6506,2080374
1886,Victor Frankenstein,5775076,2015,0,6557,1976009
1887,Project Almanac,22348241,2015,1,6103,2436386
1888,Suffragette,4702420,2015,1,6226,3077214
1889,Self/less,12279691,2015,0,6424,2140379
1890,Mr. Holmes,17737646,2015,0,6430,3168230
1891,Irrational Man,4030360,2015,0,6375,3715320
1892,American Ultra,14440985,2015,0,6472,3316948
1893,Aloha,21067116,2015,1,6467,1243974
1894,Youth,2703296,2015,0,6708,3312830
1895,It Follows,14674076,2015,1,6518,3235888
1896,Love Live! The School Idol Movie,115840,2015,1,8081,3837248
1897,Blackhat,8005980,2015,0,6572,2717822
1898,Dope,17506470,2015,0,6479,3850214
1899,Scouts Guide to the Zombie Apocalypse,3703046,2015,0,8227,1727776
1900,Our Little Sister,64441,2015,1,6974,3756788
1901,Unfinished Business,10219501,2015,0,8259,2358925
1902,45 Years,4247285,2015,1,7072,3544082
1903,Do You Believe?,12985600,2015,1,6222,4056738
1904,Strange Magic,12429583,2015,1,6093,4191054
1905,Child 44,1224330,2015,0,6354,1014763
1906,Bajirao Mastani,6557047,2015,0,8738,3735246
1907,A Little Chaos,558173,2015,1,6271,2639254
1908,Me and Earl and the Dying Girl,6758416,2015,1,6436,2582496
1909,Marguerite,506677,2015,1,6770,4428788
1910,Miss You Already,1162653,2015,1,6706,2245003
1911,Big Game,24752,2015,0,6513,2088003
1912,Grandma,6980524,2015,1,6383,4270516
1913,Absolutely Anything,20169,2015,1,8643,1727770
1914,Learning to Drive,3447633,2015,1,6373,3062976
1915,Testament of Youth,1822250,2015,1,6322,1441953
1916,Mustang,845464,2015,1,6355,3966404
1917,True Story,4719695,2015,0,6223,2273657
1918,A Royal Night Out,228136,2015,1,7197,1837562
1919,Sweet Bean,124800,2015,1,7454,4298958
1920,A Perfect Day,14044,2015,0,6926,3577624
1921,Taxi,321642,2015,1,6365,4359416
1922,5 Flights Up,1020921,2015,1,7036,2933544
1923,By the Sea,538460,2015,1,6612,3707106
1924,Sleeping with Other People,819431,2015,1,7902,3165612
1925,Jane Got a Gun,1513793,2015,0,6670,2140037
1926,Chi-Raq,2653032,2015,1,6660,4594834
1927,Cake,1951776,2015,1,6128,3442006
1928,Jem and the Holograms,2184640,2015,1,7029,3614530
1929,Infinitely Polar Bear,1430655,2015,1,6385,1969062
1930,Sunset Song,159714,2015,1,6928,2262161
1931,Slow West,229094,2015,0,6364,3205376
1932,Louder Than Bombs,163807,2015,0,7062,2217859
1933,A Brilliant Young Mind,171793,2015,0,6425,3149038
1934,Tangerines,144501,2015,0,7533,2991224
1935,Barely Lethal,6075,2015,1,6369,1731701
1936,Tangerine,702354,2015,1,6390,3824458
1937,"Kumiko, the Treasure Hunter",623383,2015,1,6348,3263614
1938,Madame Bovary,44235,2015,0,6422,2334733
1939,Welcome to Me,608852,2015,1,6225,2788716
1940,Hungry Hearts,6921,2015,0,6672,3344922
1941,Cooties,60058,2015,0,6488,2490326
1942,Before We Go,37151,2015,1,6996,443465
1943,Z for Zachariah,121461,2015,0,6948,1598642
1944,Aloft,53086,2015,1,6994,2494384
1945,After the Ball,161820,2015,1,6667,3717016
1946,Experimenter,155575,2015,0,6955,3726704
1947,Every Secret Thing,103536,2015,1,6860,1706598
1948,Appropriate Behavior,46912,2015,1,6032,3077108
1949,Queen of Earth,91218,2015,1,6717,3993894
1950,Beasts of No Nation,90777,2015,0,7922,1365050
1951,Turbo Kid,67069,2015,0,6956,3672742
1952,Court,22898,2015,0,6731,3717068
1953,Spring,49970,2015,0,6690,3395184
1954,River of Fundament,44840,2015,1,6813,3529612
1955,Grey Gardens,36923,2015,1,377,758751
1956,Unexpected,23986,2015,1,7335,4145304
1957,Cosmos,25856,2015,0,8972,4477292
1958,"Like Sunday, Like Rain",28208,2015,1,6724,3104818
1959,Slow Learners,22272,2015,1,6723,2537390
1960,Tu Dors Nicole,5662,2015,1,6509,3483194
1961,Drunk Wedding,3301,2015,0,6275,1950135
1962,Moana,2993,2015,1,7292,3521164
1963,Captain America: Civil War,408084349,2016,1,6857,3498820
1964,Finding Dory,486295561,2016,1,6932,2277860
1965,Zootopia,341268248,2016,1,6741,2948356
1966,Batman v Superman: Dawn of Justice,330360194,2016,0,6788,2975590
1967,Fantastic Beasts and Where to Find Them,234037575,2016,1,7271,3183660
1968,Deadpool,363070709,2016,0,6722,1431045
1969,Suicide Squad,325100054,2016,1,7023,1386697
1970,Doctor Strange,232641920,2016,0,7225,1211837
1971,Sing,270395425,2016,1,7355,3470600
1972,X-Men: Apocalypse,155442489,2016,1,6894,3385516
1973,Kung Fu Panda 3,143528619,2016,1,6808,2267968
1974,La La Land,151101803,2016,1,7353,3783958
1975,Warcraft,47365290,2016,1,6911,803096
1976,Jason Bourne,162434410,2016,0,7046,4196776
1977,Ice Age: Collision Course,64063008,2016,1,8332,3416828
1978,Independence Day: Resurgence,103144286,2016,1,6947,1628841
1979,Trolls,153707064,2016,1,7237,1679335
1980,Star Trek Beyond,158848340,2016,0,6991,2660888
1981,Now You See Me 2,65075540,2016,0,6922,3110958
1982,Resident Evil: The Final Chapter,26830068,2016,1,7447,2592614
1983,Dangal,12391761,2016,1,7374,5074352
1984,Alice Through the Looking Glass,77041381,2016,1,6908,2567026
1985,Teenage Mutant Ninja Turtles: Out of the Shadows,82051601,2016,1,6915,3949660
1986,Sully,125070033,2016,0,7052,3263904
1987,Hidden Figures,169607287,2016,1,7336,4846340
1988,Ghostbusters,128350574,2016,1,6977,1289401
1989,Central Intelligence,127440871,2016,0,7286,1489889
1990,Me Before You,56245075,2016,1,6927,2674426
1991,Arrival,100546139,2016,1,7257,2543164
1992,Bad Moms,113257297,2016,1,7025,4651520
1993,Storks,72679278,2016,0,7180,4624424
1994,Hacksaw Ridge,67209615,2016,0,7281,2119532
1995,Jack Reacher: Never Go Back,58697076,2016,1,7279,3393786
1996,Lights Out,67268835,2016,1,7040,4786282
1997,Sausage Party,97685686,2016,1,7042,1700841
1998,Lion,51738905,2016,0,7464,3741834
1999,Deepwater Horizon,61433527,2016,0,7379,1860357
2000,Allied,40098064,2016,1,8341,3640424
2001,Office Christmas Party,54767494,2016,1,7962,1711525
2002,How to Be Single,46843513,2016,1,6916,1292566
2003,10 Cloverfield Lane,72082998,2016,1,6776,1179933
2004,Neighbors 2: Sorority Rising,55455765,2016,1,6909,4438848
2005,Dirty Grandpa,35593113,2016,0,8376,1860213
2006,Money Monster,41012075,2016,1,6929,2241351
2007,My Big Fat Greek Wedding 2,59689605,2016,1,8273,3760922
2008,Collateral Beauty,31016021,2016,0,8339,4682786
2009,War Dogs,43034523,2016,0,7053,2005151
2010,Nerve,38583626,2016,1,7014,3531824
2011,Ouija: Origin of Evil,35144505,2016,1,7218,4361050
2012,Underworld: Blood Wars,30353973,2016,0,7497,3717252
2013,Manchester by the Sea,47695371,2016,1,7376,4034228
2014,Shin Godzilla,1918403,2016,0,7196,4262980
2015,Mike and Dave Need Wedding Dates,46009673,2016,1,6976,2823054
2016,Kubo and the Two Strings,48023088,2016,0,7065,4302938
2017,Monster Trucks,33370166,2016,0,7545,3095734
2018,Fences,57682904,2016,1,7375,2671706
2019,"Hail, Caesar!",30498085,2016,0,6710,475290
2020,Barbershop: The Next Cut,54030051,2016,1,8373,3628584
2021,Florence Foster Jenkins,27383770,2016,1,7448,4136084
2022,A Monster Calls,3740823,2016,1,8372,3416532
2023,Eddie the Eagle,15789389,2016,0,6998,1083452
2024,Blair Witch,20777061,2016,0,8338,1540011
2025,Almost Christmas,42158780,2016,1,7758,4649416
2026,Absolutely Fabulous: The Movie,4772155,2016,1,6978,2112096
2027,Hell or High Water,27007844,2016,0,7110,2582782
2028,Snowden,21587519,2016,0,7124,3774114
2029,Eye in the Sky,18704595,2016,1,6836,2057392
2030,Norm of the North,17062499,2016,1,6983,1594972
2031,Nocturnal Animals,10663357,2016,1,7300,4550098
2032,Keeping Up with the Joneses,14904426,2016,1,7727,2387499
2033,Masterminds,17368022,2016,1,8455,2461150
2034,Free State of Jones,20810036,2016,0,7332,1124037
2035,Whiskey Tango Foxtrot,23083334,2016,1,6760,3553442
2036,Jackie,13960394,2016,1,7358,1619029
2037,Silence,7100177,2016,0,7443,490215
2038,Middle School: The Worst Years of My Life,20007149,2016,1,8350,4981636
2039,Triple 9,12639297,2016,1,6779,1712261
2040,Captain Fantastic,5879835,2016,1,7082,3553976
2041,Live by Night,10378555,2016,0,7583,2361317
2042,Hunt for the Wilderpeople,5205468,2016,1,7377,4698684
2043,Julieta,1490948,2016,1,7167,4326444
2044,Keanu,20591853,2016,1,6859,4139124
2045,Hardcore Henry,9252038,2016,0,6820,3072482
2046,Pride and Prejudice and Zombies,10938134,2016,1,6713,1374989
2047,"I, Daniel Blake",260354,2016,1,7240,5168192
2048,"Hello, My Name Is Doris",14444999,2016,1,6925,3766394
2049,A United Kingdom,3902185,2016,1,7784,3387266
2050,Sing Street,3237118,2016,0,6914,3544112
2051,Loving,7751969,2016,1,7278,4669986
2052,Elle,2341534,2016,1,7297,3716530
2053,Toni Erdmann,1479387,2016,1,7455,4048272
2054,Friend Request,3759078,2016,1,8691,3352390
2055,Our Kind of Traitor,3153157,2016,1,8083,1995390
2056,Queen of Katwe,8874389,2016,1,7565,4341582
2057,Popstar: Never Stop Never Stopping,9639125,2016,0,6965,3960412
2058,Paterson,2152738,2016,0,7367,5247022
2059,Miss Sloane,3500605,2016,1,7561,4540710
2060,Meet the Blacks,9097072,2016,1,8366,4191580
2061,Morgan,3915251,2016,1,7112,4520364
2062,Denial,4073489,2016,1,7562,4645330
2063,20th Century Women,5664764,2016,1,7372,4385888
2064,Midnight Special,3712282,2016,0,6783,2649554
2065,Southside with You,6304223,2016,0,6999,4258698
2066,My Life as a Zucchini,309766,2016,1,7865,2321405
2067,Swiss Army Man,4210454,2016,0,6968,4034354
2068,Batman: The Killing Joke,3775000,2016,0,7000,4853102
2069,Demolition,1978592,2016,0,6985,1172049
2070,A Quiet Passion,1865396,2016,1,7837,2392830
2071,Neruda,939101,2016,0,7350,4698584
2072,Green Room,3220371,2016,1,6887,4062536
2073,Miles Ahead,2610896,2016,0,7232,790770
2074,Aquarius,285930,2016,1,7456,5221584
2075,Personal Shopper,1305195,2016,1,7457,4714782
2076,American Honey,663246,2016,1,7182,3721936
2077,Equals,33258,2016,1,6982,3289728
2078,High Strung,53447,2016,0,7016,3451230
2079,Equity,1605463,2016,1,7095,3958780
2080,Rustom,1087419,2016,1,8067,5165344
2081,Certain Women,1087585,2016,1,7246,4468634
2082,Wiener-Dog,477453,2016,0,7285,4144190
2083,Mr. Church,685780,2016,1,7326,4196848
2084,Mr. Right,34694,2016,0,7461,2091935
2085,Planetarium,3262,2016,1,8035,4680196
2086,Viva,178008,2016,1,7584,393956
2087,Christine,298525,2016,1,7473,4666726
2088,Into the Forest,9995,2016,1,7102,2625810
2089,Other People,91441,2016,1,7505,4158876
2090,In a Valley of Violence,61797,2016,0,7357,3608930
2091,Spa Night,38578,2016,1,7509,5254640
2092,Trust Fund,36885,2016,1,6393,3969208
2093,Pet,8004,2016,0,7882,1183374
2094,Already Tomorrow in Hong Kong,21206,2016,0,7494,3700804
2095,Always Shine,17102,2016,1,7525,4392770
2096,Be Somebody,15395,2016,1,6942,5512872
2097,Approaching the Unknown,10232,2016,0,6934,2674430
2098,Mojave,8253,2016,0,8370,2322517
2099,Synchronicity,4505,2016,0,7890,2049543
2100,Despicable Me 3,264624300,2017,1,7715,3469046
2101,Jumanji: Welcome to the Jungle,404515480,2017,1,7963,2283362
2102,Spider-Man: Homecoming,334201140,2017,1,7724,2250912
2103,Wolf Warrior 2,2721100,2017,0,8026,7131870
2104,Guardians of the Galaxy Vol. 2,389813101,2017,1,7595,3896198
2105,Thor: Ragnarok,315058289,2017,0,7875,3501632
2106,Wonder Woman,412563408,2017,1,7241,451279
2107,Coco,209726015,2017,1,7930,2380307
2108,Pirates of the Caribbean: Dead Men Tell No Tales,172558876,2017,0,7665,1790809
2109,It,327481748,2017,1,7799,1396484
2110,Justice League,229024295,2017,1,7906,974015
2111,Transformers: The Last Knight,130168683,2017,0,7934,3371366
2112,Kong: Skull Island,168052812,2017,0,7504,3731562
2113,Dunkirk,188045546,2017,0,7748,5013056
2114,War for the Planet of the Apes,146880162,2017,0,7742,3450958
2115,Kingsman: The Golden Circle,100234838,2017,0,7826,4649466
2116,Cars 3,152901115,2017,1,7709,3606752
2117,Fifty Shades Darker,114581250,2017,1,7469,4465564
2118,Murder on the Orient Express,102826543,2017,1,7919,3402236
2119,xXx: Return of Xander Cage,44898413,2017,1,7411,1293847
2120,Annabelle: Creation,102092201,2017,1,7779,5140878
2121,Wonder,132422809,2017,1,7903,2543472
2122,Ferdinand,84410380,2017,1,8048,3411444
2123,Split,138291365,2017,1,7422,4972582
2124,Blade Runner 2049,92054159,2017,1,7846,1856101
2125,Get Out,176040665,2017,1,7508,5052448
2126,Alien: Covenant,74262031,2017,1,7607,2316204
2127,Paddington 2,40891591,2017,1,8024,4468740
2128,Baby Driver,107825862,2017,0,7717,3890160
2129,Valerian and the City of a Thousand Planets,41189488,2017,0,7751,2239822
2130,Geostorm,33700160,2017,1,7860,1981128
2131,Pitch Perfect 3,104897530,2017,1,7988,4765284
2132,Baywatch,58060186,2017,0,8230,1469304
2133,John Wick: Chapter 2,92029184,2017,0,7446,4425200
2134,Ghost in the Shell,40563557,2017,1,7551,1219827
2135,"Three Billboards Outside Ebbing, Missouri",54513740,2017,1,7953,5027774
2136,Darkest Hour,56468410,2017,0,8020,4555426
2137,Power Rangers,85364450,2017,1,7527,3717490
2138,Girls Trip,115171585,2017,1,7763,3564472
2139,American Made,51342000,2017,0,7785,3532216
2140,A Bad Moms Christmas,72110659,2017,1,8100,6359956
2141,Happy Death Day,55683845,2017,1,7857,5308322
2142,Captain Underpants: The First Epic Movie,73921000,2017,0,7700,2091256
2143,Jigsaw,38052832,2017,1,7884,3348730
2144,Atomic Blonde,51687870,2017,1,7725,2406566
2145,Rings,27793018,2017,0,8669,498381
2146,Lady Bird,48958273,2017,1,7843,4925292
2147,American Assassin,36249674,2017,1,7827,1961175
2148,How to Be a Latin Lover,32149404,2017,0,8232,4795124
2149,47 Meters Down,44307191,2017,1,7883,2932536
2150,"Everything, Everything",34121140,2017,1,7670,5001718
2151,Snatched,45852178,2017,1,7676,2334871
2152,My Little Pony: The Movie,21885107,2017,1,7850,4131800
2153,All the Money in the World,25113707,2017,0,7979,5294550
2154,Downsizing,24449754,2017,0,7980,1389072
2155,"I, Tonya",30014539,2017,1,7806,5580036
2156,Logan Lucky,27780977,2017,1,7786,5439796
2157,Phantom Thread,21198205,2017,1,8017,5776858
2158,Rough Night,22105643,2017,1,7701,4799050
2159,Mother!,17800004,2017,0,7803,5109784
2160,Wind River,33800859,2017,1,7745,5362988
2161,Gifted,24801212,2017,1,7669,4481414
2162,Loving Vincent,6735118,2017,0,8055,3262342
2163,Call Me by Your Name,18095701,2017,1,7970,5726616
2164,T2 Trainspotting,2402004,2017,1,7677,2763304
2165,Fist Fight,32187017,2017,1,8231,3401882
2166,Diary of a Wimpy Kid: The Long Haul,20738724,2017,0,8371,6003368
2167,Home Again,27020284,2017,1,7868,5719700
2168,Hostiles,29819114,2017,1,8038,5478478
2169,A Cure for Wellness,8106986,2017,0,7460,4731136
2170,I Can Speak,63239,2017,1,8093,7342204
2171,Wish Upon,14301505,2017,1,7747,5322012
2172,Detroit,16790139,2017,0,7778,5390504
2173,Battle of the Sexes,12638526,2017,1,7856,4622512
2174,Unforgettable,11368012,2017,1,7592,3462710
2175,Before I Fall,12241122,2017,1,7690,1691916
2176,Wonder Wheel,1404061,2017,1,7954,5825380
2177,"Roman J. Israel, Esq.",11962778,2017,1,8044,6000478
2178,Their Finest,3603484,2017,1,7800,1661275
