title,year,rating,id,imdbid
Friends with Money,2006,1,1102,0436331
"Gigolos, The",2006,0,2566,0462309
Glory Road,2006,1,7977,0385726
"Good German, The",2006,0,5675,0452624
"Good Shepherd, The",2006,0,2340,0343737
Grandma&#39;s Boy,2006,1,5840,0456554
Gray Matters,2006,1,1523,0375785
Grbavica,2006,1,6038,0464029
"Grudge 2, The",2006,1,3643,0433386
"Guardian, The",2006,0,2538,0406816
"Gymnast, The",2006,1,2932,0473074
Half Light,2006,1,4424,0412798
Half Nelson,2006,1,2359,0468489
Hannah Montana,2006,0,7264,0493093
Happy Feet,2006,1,7637,0366548
"Hello Sister, Goodbye Life",2006,1,5288,0476013
High School Musical,2006,1,5249,0475293
"Hills Have Eyes, The",2006,1,7088,0454841
"History Boys, The",2006,0,3005,0464049
Hogfather,2006,1,3785,0765458
"Holiday, The",2006,1,215,0457939
Hollywoodland,2006,0,5511,0427969
"Host, The",2006,1,3849,0468492
Hula Girls,2006,1,2199,0768116
I Do,2006,1,3080,0478724
I Served the King of England,2006,0,224,0284363
"I&#39;m a Cyborg, But That&#39;s OK",2006,1,2802,0497137
I&#39;m Reed Fish,2006,0,2260,0464061
Ice Age: The Meltdown,2006,0,1581,0438097
Idiocracy,2006,0,10,0387808
Idlewild,2006,1,3326,0417225
Il caimano (The Caiman),2006,1,2800,0429727
"Illusionist, The",2006,0,893,0443543
In Paris,2006,0,3465,0769508
Inland Empire,2006,1,921,0460829
Inside Man,2006,1,2089,0454848
Jackass Number Two,2006,0,1302,0493430
John Tucker Must Die,2006,1,3571,0455967
Kamome Diner,2006,1,5704,0483022
Kidulthood,2006,1,1481,0435680
La noche de los girasoles,2006,0,8412,0456111
La vie secr&egrave;te des gens heureux,2006,0,8033,0807965
Lady in the Water,2006,0,4227,0452637
"Lake House, The",2006,1,4856,0410297
Last Holiday,2006,1,938,0408985
Letters from Iwo Jima,2006,0,2580,0498380
"Librarian: Return to King Solomon&#39;s Mines, The",2006,0,5424,0455596
Little Children,2006,1,521,0404203
Little Miss Sunshine,2006,1,648,0449059
Liu hao chukou (Exit No. 6),2006,1,1505,0934427
London To Brighton,2006,1,4819,0490166
Lonely Hearts,2006,1,5585,0441774
Love &amp; Suicide,2006,1,3193,0818940
Loving Annabelle,2006,1,4398,0323120
Lucky Number Slevin,2006,0,1138,0425210
Madea&#39;s Family Reunion,2006,0,6574,0455612
Madeinusa,2006,1,6869,0476298
Man of the Year,2006,0,920,0483726
Marie Antoinette,2006,1,290,0422720
Material Girls,2006,1,3199,0433412
Miami Vice,2006,0,8871,0430357
Miss Potter,2006,1,1898,0482546
Mission: Impossible III,2006,0,5606,0317919
Monmon the Water Spider,2006,0,7567,0768132
Monster House,2006,1,3661,0385880
Mukhsin,2006,1,4830,0863091
Mulberry Street,2006,0,1719,0473514
Nacho Libre,2006,0,2026,0457510
Night at the Museum,2006,1,416,0477347
Nina&#39;s Heavenly Delights,2006,1,976,0435706
Notes on a Scandal,2006,1,2498,0465551
Offside,2006,1,653,0499537
On the Trail of Igor Rizzi,2006,0,1605,0832958
Once,2006,0,530,0907657
Open Season,2006,0,3786,0400717
"Page Turner, The",2006,1,2405,0487503
"Painted Veil, The",2006,1,4625,0446755
Paprika,2006,1,1864,0851578
Paris je t&#39;aime,2006,1,3054,0401711
Pel&iacute;culas para no dormir: La habitaci&oacute;n del ni&ntilde;o,2006,1,7293,0430164
Peliculas para no dormir: Adivina quien soy,2006,1,7315,0461826
Peliculas para no dormir: La culpa,2006,1,7303,0449144
Peliculas para no dormir: Para entrar a vivir,2006,1,7299,0477311
Peliculas para no dormir: Regreso a Moira,2006,0,7309,0460897
Penelope,2006,1,171,0472160
Perfume: The Story of a Murderer,2006,1,1888,0396171
"Pink Panther, The",2006,0,5552,0383216
Pirates of the Caribbean: Dead Man&#39;s Chest,2006,0,167,0383574
Poseidon,2006,0,4918,0409182
Poultrygeist: Night of the Chicken Dead,2006,0,5262,0462485
"Prestige, The",2006,0,2036,0482571
"Prince &amp; Me II: The Royal Wedding, The",2006,1,7550,0477072
Psych,2006,1,4500,0491738
Puccini for Beginners,2006,1,603,0492481
"Pursuit of Happyness, The",2006,0,198,0454921
Que tan lejos,2006,1,8060,0951297
"Queen, The",2006,1,1412,0436697
Quinceanera,2006,1,2598,0451176
Rainbow Song,2006,1,3014,0804513
Rang De Basanti,2006,1,3769,0405508
Red Road,2006,1,3760,0471030
Reprise,2006,0,5213,0827517
Requiem,2006,1,2615,0454931
Return To Halloweentown,2006,1,2713,0816520
Running with Scissors,2006,1,1910,0439289
RV,2006,1,7793,0449089
Saw III,2006,1,6450,0489270
Scary Movie 4,2006,1,7679,0362120
"Science of Sleep, The",2006,1,2898,0354899
She&#39;s the Man,2006,1,627,0454945
Sherrybaby,2006,1,4899,0423169
Shortbus,2006,1,1442,0367027
Sideline Secrets,2006,1,8723,0413268
Silent Hill,2006,1,793,0384537
Slither,2006,1,1702,0439815
Smokin&#39; Aces,2006,1,1811,0475394
Snakes on a Plane,2006,1,1894,0417148
Snow cake,2006,1,4312,0448124
Southland Tales,2006,1,1927,0405336
Starter for 10,2006,0,372,0477095
Step Up,2006,1,7596,0462590
Stick It,2006,1,1665,0430634
Still Life (Sanxia haoren),2006,0,934,0859765
Stranger Than Fiction,2006,1,559,0420223
Suburban Mayhem,2006,1,3834,0450506
Superman Returns,2006,0,4288,0348150
Take the Lead,2006,1,3460,0446046
Tales from Earthsea,2006,0,8644,0495596
Tales from the Grudge,2006,1,6445,0877368
Tekkon kinkurito,2006,0,2002,0831888
Tenacious D in the Pick of Destiny,2006,0,7812,0365830
This Film Is Not Yet Rated,2006,1,3168,0493459
This is England,2006,1,6151,0480025
Times and Winds,2006,1,2057,0855729
To Have and to Hold,2006,1,4848,0876154
Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),2006,1,1878,0808506
U,2006,1,6456,0486731
Ultraviolet,2006,0,2532,0370032
"University of Illinois vs. a Mummy, The",2006,1,3830,1273816
"Unknown Woman, The",2006,1,6168,0494271
Volver,2006,1,366,0441909
Warau Mikaeru,2006,1,3018,0461612
We Are Marshall,2006,0,2579,0758794
Wedding Wars,2006,0,8549,0823158
Wendy Wu: Homecoming Warrior,2006,1,4694,0790781
When a Stranger Calls,2006,1,4665,0455857
"Wind That Shakes the Barley, The",2006,0,725,0460989
"Woods, The",2006,1,1347,0380066
Wristcutters: A Love Story,2006,0,2616,0477139
X-Men: The Last Stand,2006,1,317,0376994
"You, Me and Dupree",2006,0,1558,0463034
"Zombie Diaries, The",2006,1,3127,0876294
Zoom,2006,1,1853,0383060
Zwartboek,2006,1,830,0389557
13 Tzameti,2005,0,7390,0475169
20 centimetros,2005,1,4648,0421528
"40 Year Old Virgin, The",2005,1,816,0405422
A Bittersweet Life (Dalkomhan insaeng),2005,0,1761,0456912
A History of Violence,2005,1,5800,0399146
Adam &amp; Steve,2005,1,4454,0372122
Adam&#39;s Apples,2005,0,4961,0418455
"Adventures of Sharkboy and Lavagirl 3-D, The",2005,0,1907,0424774
AEon Flux,2005,1,1627,0402022
All the Invisible Children,2005,1,8519,0411098
"Amityville Horror, The",2005,1,4688,0384806
Angel-A,2005,0,1275,0473753
Assault on Precinct 13,2005,1,218,0398712
"Aura, The",2005,0,5178,0420509
Bad Reputation,2005,1,5547,0478976
"Ballad of Jack and Rose, The",2005,1,2568,0357110
Barbie and the Magic of Pegasus,2005,1,5166,0480345
Barbie: Fairytopia,2005,1,4039,0450982
Batman Begins,2005,0,40,0372784
Beauty Shop,2005,1,3995,0388500
Bewitched,2005,1,4593,0374536
BloodRayne,2005,1,4218,0383222
Boogeyman,2005,0,4968,0357507
Boy Eats Girl,2005,0,5046,0415679
Boynton Beach Club,2005,1,4747,0439478
Bratz: Rock Angelz,2005,1,4352,0492571
Breakfast on Pluto,2005,0,6014,0411195
Brick,2005,0,561,0393109
Brokeback Mountain,2005,0,2037,0388795
Broken Flowers,2005,1,865,0412019
C.R.A.Z.Y.,2005,1,5697,0401085
"Call of Cthulhu, The",2005,0,2024,0478988
Capote,2005,1,3991,0379725
Casanova,2005,1,914,0402894
Charlie and the Chocolate Factory,2005,1,2417,0367594
Chicken Little,2005,0,7193,0371606
Chinjeolhan geumjassi,2005,1,735,0451094
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",2005,1,1470,0363771
Cinderella Man,2005,0,2351,0352248
Coach Carter,2005,1,2575,0393162
"Constant Gardener, The",2005,1,1642,0387131
Constantine,2005,0,3697,0360486
Conversations with Other Women,2005,0,604,0435623
Corpse Bride,2005,1,1390,0121164
Cry_Wolf,2005,1,7625,0384286
Cursed,2005,1,4676,0257516
Danny the dog,2005,0,1913,0342258
Dark Water,2005,1,2522,0382628
Dear Wendy,2005,0,2687,0342272
"Descent, The",2005,1,379,0435625
"Devil&#39;s Rejects, The",2005,1,3628,0395584
Die Hohle des gelben Hundes,2005,1,6170,0432325
Die You Zombie Bastards!,2005,0,5051,0349349
Domino,2005,1,2292,0421054
Doom,2005,0,1149,0419706
Elektra,2005,1,6640,0357277
Elizabethtown,2005,1,8908,0368709
Enron: The Smartest Guys in the Room,2005,0,2254,1016268
"Exorcism of Emily Rose, The",2005,1,4528,0404032
Factotum,2005,0,1422,0417658
Fantastic Four,2005,0,2541,0120667
Final Fantasy VII: Advent Children,2005,1,3053,0385700
Fingersmith,2005,1,2603,0423651
Flightplan,2005,1,2509,0408790
"Fog, The",2005,1,4386,0432291
Four Brothers,2005,0,7539,0430105
Fr&aacute;giles (Fragile),2005,1,5747,0422272
Free Zone,2005,1,7075,0441761
Fun with Dick and Jane,2005,1,2518,0369441
Funky Forest: The First Contact,2005,1,6414,0451829
Gekijoban XXXHolic Manatsu no yoru no yume,2005,1,5395,0466405
Gespenster,2005,1,4834,0419773
"Good Night, and Good Luck.",2005,0,420,0433383
Grey&#39;s Anatomy,2005,0,7256,0413573
Happy Endings,2005,1,2398,0361693
Hard Candy,2005,1,415,0424136
Harry Potter and the Goblet of Fire,2005,0,2334,0330373
Hate Crime,2005,0,4339,0415833
Herbie Fully Loaded,2005,1,328,0400497
Hide and Seek,2005,1,461,0382077
Hitch,2005,0,4113,0386588
"Hitchhiker&#39;s Guide to the Galaxy, The",2005,0,76,0371724
Hoodwinked!,2005,1,2739,0443536
Hostel,2005,0,3698,0450278
House of the Dead 2,2005,1,3631,0435665
House of Wax,2005,0,6568,0397065
Hustle &amp; Flow,2005,1,3246,0410097
Ice Princess,2005,1,3677,0396652
Imagine Me &amp;amp; You,2005,1,719,0421994
In Her Shoes,2005,1,1656,0388125
Into Great Silence,2005,0,1018,0478160
"Island, The",2005,1,517,0399201
Isolation,2005,0,3184,0446719
"Jacket, The",2005,0,1872,0366627
Jarhead,2005,0,250,0418763
Joyeux No&euml;l,2005,0,330,0424205
Junebug,2005,1,364,0418773
Just Like Heaven,2005,1,1396,0425123
Just Sex and Nothing Else,2005,0,8544,0402115
Keeping Mum,2005,1,4798,0444653
Kids in America,2005,1,4118,0408961
King Kong,2005,0,706,0360717
Kingdom of Heaven,2005,0,1150,0320661
Kinky Boots,2005,1,2293,0434124
Kiss Kiss Bang Bang,2005,0,229,0373469
Kronk&#39;s New Groove,2005,1,8139,0401398
L&#39;empire des loups,2005,1,3046,0402158
Last Order: Final Fantasy VII,2005,0,4718,0489134
Le couperet,2005,1,4761,0422015
"Legend of Zorro, The",2005,0,1059,0386140
Legion of the Dead,2005,1,3843,0441041
Linda Linda Linda,2005,1,7248,0468795
Little Einsteins,2005,0,7266,0756522
Little Fish,2005,1,8453,0382810
Little Manhattan,2005,1,6485,0412922
"Longest Yard, The",2005,0,6403,0398165
Lord of War,2005,0,2072,0399295
Lords of Dogtown,2005,0,5103,0355702
Madagascar,2005,0,3149,0351283
Man of the House,2005,1,378,0331933
Match Point,2005,1,4077,0416320
Me and You and Everyone We Know,2005,1,2233,0415978
Memoirs of a Geisha,2005,1,3237,0397535
MirrorMask,2005,1,3266,0366780
Miss Congeniality 2: Armed &amp; Fabulous,2005,1,1074,0385307
Monster-in-Law,2005,0,6575,0369735
Mortuary,2005,1,5059,0415167
"Mostly Unfabulous Social Life of Ethan Green, The",2005,1,1496,0424287
Mr. &amp; Mrs. Smith,2005,0,3619,0356910
Mrs Palfrey at The Claremont,2005,1,1951,0421229
Munich,2005,0,4518,0408306
"Muppets&#39; Wizard of Oz, The",2005,1,1587,0422778
Must Love Dogs,2005,0,4150,0417001
Nana,2005,1,2369,0471834
"New World, The",2005,1,1532,0402399
Nine Lives,2005,1,2933,0420015
North Country,2005,1,756,0395972
Oliver Twist,2005,0,788,0380599
"Pacifier, The",2005,1,6503,0395699
Paradise Now,2005,0,4724,0445620
"Perfect Man, The",2005,1,7529,0380623
"Pleasure Drivers, The",2005,1,21,0425357
Pride and Prejudice,2005,1,4254,0414387
"Prize Winner of Defiance, Ohio, The",2005,1,6212,0406158
"Producers, The",2005,0,8390,0395251
Proof,2005,1,3430,0377107
"Proposition, The",2005,0,5455,0421238
"Quiet, The",2005,1,8537,0414951
Red Eye,2005,1,2290,0421239
Rent,2005,1,2412,0294870
"Ring Two, The",2005,1,3660,0377109
Rings,2005,0,4992,0449092
Rinne,2005,1,6121,0456630
Robots,2005,0,99,0358082
Rofuto,2005,1,7184,0443231
Romance &amp; Cigarettes,2005,1,5524,0368222
Rumor Has It...,2005,1,4229,0398375
Saw II,2005,1,1425,0432348
Say Uncle,2005,0,8550,0401385
Separate Lies,2005,0,4783,0369053
Serenity,2005,1,204,0379786
Shopgirl,2005,0,2291,0338427
Sin City,2005,1,67,0401792
Single White Female 2: The Psycho,2005,1,4171,0448120
"Sisterhood of the Traveling Pants, The",2005,1,1922,0403508
Sisters in Law,2005,1,2458,0474361
"Skeleton Key, The",2005,1,825,0397101
Sky High,2005,1,1819,0405325
Son of the Mask,2005,0,4711,0362165
Sophie Scholl - Die letzten Tage,2005,1,1044,0426578
"Squid and the Whale, The",2005,0,1729,0367089
Star Wars: Episode III - Revenge of the Sith,2005,0,674,0121766
Star Wars: Revelations,2005,1,5252,0457489
Stay,2005,0,8532,0371257
Stealth,2005,0,4233,0382992
Strangers with Candy,2005,1,2511,0369994
"Sun, The",2005,0,1644,0439817
Sweet Land,2005,1,5012,0428038
Swimmers,2005,1,5498,0384573
Thank You for Smoking,2005,0,414,0427944
"Three Burials of Melquiades Estrada, The",2005,1,4629,0419294
Tickets,2005,0,8664,0418239
Tideland,2005,1,2630,0410764
Tjenare kungen,2005,1,5030,0423382
Transamerica,2005,1,262,0407265
Transporter 2,2005,0,4795,0388482
Tristram Shandy: A Cock and Bull Story,2005,0,2559,0423409
Turtles Are Surprisingly Fast Swimmers,2005,1,5372,0455577
Twelve and Holding,2005,1,4178,0417385
Twitches,2005,0,8415,0467421
Urban Legends: Bloody Mary,2005,1,5463,0451957
V for Vendetta,2005,1,89,0434409
Valiant,2005,0,5302,0361089
Vampire Bats,2005,1,4234,0473105
"Violin, The",2005,0,5886,0451966
Waiting...,2005,1,1753,0348333
Walk the Line,2005,1,168,0358273
War of the Worlds,2005,1,1072,0407304
Water,2005,1,685,0240200
Wedding Crashers,2005,1,2270,0396269
"Wedding Date, The",2005,1,3767,0372532
West Bank Story,2005,0,7396,0438575
Where the Truth Lies,2005,1,8476,0373450
White Noise,2005,0,4769,0375210
Wild Things: Diamonds in the Rough,2005,1,23,0448179
Wolf Creek,2005,1,7198,0416315
"Yours, Mine and Ours",2005,1,3727,0443295
Zathura: A Space Adventure,2005,0,5112,0406375
13 Going on 30,2004,1,3656,0337563
2046,2004,1,3234,0212712
3-Iron,2004,0,3557,0423866
50 First Dates,2004,0,1205,0343660
9 Songs,2004,0,6748,0411705
A Christmas Carol: The Musical,2004,0,1084,0406649
A Cinderella Story,2004,1,1740,0356470
A Dirty Shame,2004,1,750,0365125
A Good Woman,2004,1,2441,0379306
A Home at the End of The World,2004,1,2501,0359423
A Love Song for Bobby Long,2004,1,3314,0369672
A Separate Peace,2004,0,7612,0328400
A Very Long Engagement,2004,1,1670,0344510
Ae Fond Kiss...,2004,0,349,0380366
After the Sunset,2004,1,5550,0367479
Alexander,2004,0,5920,0346491
All the Ships at Sea,2004,1,6739,0459175
Anchorman: The Legend of Ron Burgundy,2004,1,352,0357413
Appleseed,2004,1,1763,0401233
Around the World in 80 Days,2004,0,1592,0327437
"Assassination of Richard Nixon, The",2004,0,7145,0364961
"Aviator, The",2004,0,3261,0338751
AVP: Alien vs. Predator,2004,1,2240,0370263
Banlieue 13,2004,0,868,0414852
Barbie as the Princess and the Pauper,2004,1,6312,0426955
Before Sunset,2004,0,5117,0381681
Before the Fall,2004,0,7617,0384369
Being Julia,2004,1,5877,0340012
Bionicle 2: Legends of Metru Nui,2004,0,5629,0387658
Blade: Trinity,2004,1,7926,0359013
Blessed,2004,1,7234,0390450
Born Into Brothels: Calcutta&#39;s Red Light Kids,2004,1,933,0388789
"Bourne Supremacy, The",2004,0,108,0372183
Bratz the Video: Starrin&#39; &amp; Stylin&#39;,2004,1,4453,1469259
Bride and Prejudice,2004,1,4571,0361411
Bridget Jones: The Edge of Reason,2004,1,4928,0317198
Bring It on Again,2004,1,763,0334965
"Butterfly Effect, The",2004,0,104,0289879
Caribe,2004,1,4565,0439491
Catwoman,2004,1,1027,0327554
Cellular,2004,1,2921,0337921
Christmas with the Kranks,2004,1,5968,0388419
"Chronicles of Riddick, The",2004,0,1539,0296572
Closer,2004,1,2032,0376541
Collateral,2004,0,2544,0369339
Connie and Carla,2004,1,4059,0345074
Corpses,2004,1,5047,0409842
Crash,2004,1,3609,0375679
Creep,2004,1,4696,0381966
Crimes of Fashion,2004,1,4389,0414923
Cube Zero,2004,1,953,0377713
D.E.B.S.,2004,1,551,0367631
Dawn of the Dead,2004,1,3153,0363547
"Day After Tomorrow, The",2004,1,75,0319262
Dead Man&#39;s Shoes,2004,0,7119,0419677
Dear Frankie,2004,1,5573,0377752
Der Untergang (Downfall),2004,1,1748,0363163
Dirty Dancing: Havana Nights,2004,1,7668,0338096
Dodgeball: A True Underdog Story,2004,1,5201,0364725
"Door in the Floor, The",2004,0,6842,0348593
Double Dare,2004,1,1348,0365135
Duck Season,2004,0,2514,0407246
"Edukators, The",2004,1,7944,0408777
Ella Enchanted,2004,1,853,0327679
Eternal Sunshine of the Spotless Mind,2004,0,133,0338013
Eulogy,2004,1,4524,0349416
"Final Cut, The",2004,0,2946,0364343
Finding Neverland,2004,1,1871,0308644
Flight of the Phoenix,2004,0,472,0377062
Garden State,2004,1,2266,0333766
Ghost Cat,2004,1,4328,0371835
Ginger Snaps 2: Unleashed,2004,1,4292,0353489
Gladiatress,2004,1,4083,0339072
"Grudge, The",2004,1,3642,0391198
Hana and Alice,2004,1,2452,0407851
Harold and Kumar Go to White Castle,2004,1,213,0366551
Harry Potter and the Prisoner of  Azkaban,2004,1,2333,0304141
Hauru no ugoku shiro (Howl's Moving Castle),2004,1,258,0347149
He Was Cool (Geunomeun meoshiteotda),2004,1,4368,0415819
Head-On,2004,1,2871,0347048
Hellboy,2004,0,4338,0167190
"Holy Girl, The",2004,1,4828,0300270
Home on the Range,2004,1,4438,0299172
Hotel,2004,1,8610,0415855
House of D,2004,0,7639,0372334
House of Voices (Saint Ange),2004,1,4726,0367000
I Heart Huckabees,2004,1,916,0356721
"I, Robot",2004,0,37,0343818
Immortal (Ad Vitam),2004,1,2080,0314063
In Good Company,2004,0,1096,0385267
In my country,2004,1,8680,0349260
In Search of Santa,2004,1,5038,0439623
"Incredibles, The",2004,1,50,0317705
Innocence,2004,1,1461,0375233
Iron Jawed Angels,2004,1,565,0338139
Jennifer&#39;s Shadow,2004,1,5392,0382761
Jersey Girl,2004,0,5609,0300051
Kill Bill: Vol. 2,2004,1,509,0378194
Kinsey,2004,1,156,0362269
Kung Fu Hustle,2004,0,3554,0373074
Ladies in Lavender,2004,1,966,0377084
Layer Cake,2004,0,4011,0375912
Lemony Snicket&#39;s A Series of Unfortunate Events,2004,1,2047,0339291
"Librarian: Quest for the Spear, The",2004,1,5401,0412915
"Life Aquatic with Steve Zissou, The",2004,0,4408,0362270
"Lion King 1 1/2, The",2004,0,6077,0318403
"Machinist, The",2004,0,5659,0361862
Magyar vandor,2004,0,8545,0370919
Mango Kiss,2004,1,6257,0304377
Maria Full of Grace,2004,1,3311,0390221
Mean Girls,2004,1,199,0377092
Meet the Fockers,2004,1,5210,0290002
"Mickey, Donald, Goofy: The Three Musketeers",2004,0,1060,0371823
Million Dollar Baby,2004,1,1148,0405159
Mindhunters,2004,0,7648,0297284
Miracle,2004,0,1597,0349825
Mulan II,2004,1,759,0279967
MXP: Most Extreme Primate,2004,0,8888,0330588
My Summer of Love,2004,1,2041,0382189
Mysterious Skin,2004,0,2817,0370986
Napoleon Dynamite,2004,0,2323,0374900
Naruto the Movie: Ninja Clash in the Land of Snow,2004,1,6907,0476680
National Treasure,2004,0,5336,0368891
Nemmeno il destino,2004,0,4587,0435224
New York Minute,2004,0,3198,0363282
Nina,2004,1,4630,0399412
Nochnoy dozor (Night Watch),2004,0,4249,0403358
North and South,2004,1,1565,0417349
"Notebook, The",2004,1,781,0332280
Notre musique,2004,0,3040,0360845
Ocean's Twelve,2004,0,475,0349903
One Point O,2004,0,7653,0317042
Or,2004,1,1798,0388311
Palindromes,2004,0,2503,0362004
"Passion of the Christ, The",2004,1,8132,0335345
"Perfect Score, The",2004,1,5673,0314498
"Phantom of the Opera, The",2004,0,2448,0293508
"Place Promised in Our Early Days, The",2004,0,3772,0381348
"Polar Express, The",2004,0,3971,0338348
Primer,2004,0,1420,0390384
"Prince and Me, The",2004,0,6700,0337697
"Princess Diaries 2: Royal Engagement, The",2004,1,1021,0368933
"Punisher, The",2004,0,7790,0330793
Puppet Master vs Demonic Toys,2004,1,6070,0431340
Raise Your Voice,2004,1,6150,0361696
Raising Helen,2004,1,3454,0350028
Ray,2004,1,3130,0350258
Resident Evil: Apocalypse,2004,1,281,0318627
Romasanta,2004,0,7342,0374180
Saved!,2004,1,638,0332375
Saving Face,2004,1,2608,0384504
Saw,2004,0,807,0387564
Say Yes Quickly,2004,1,1221,0367462
Scooby Doo 2: Monsters Unleashed,2004,1,3450,0331632
"Sea Inside, The",2004,1,6923,0369702
Secret Window,2004,0,4525,0363988
Shark Tale,2004,0,4979,0307453
Shaun of the Dead,2004,1,1001,0365748
She Hate Me,2004,0,5824,0384533
Shimotsuma monogatari (Kamikaze Girls),2004,1,785,0416220
Shrek 2,2004,1,162,0298148
Shutter,2004,0,5952,0440803
Sideways,2004,1,2249,0375063
Sky Captain and the World of Tomorrow,2004,1,682,0346156
Sleepover,2004,1,7602,0368975
Spanglish,2004,1,746,0371246
Speak,2004,1,1220,0378793
Spider-Man 2,2004,0,1731,0316654
"Spirit of Jeet Kune Do, The",2004,0,3565,0390205
"SpongeBob SquarePants Movie, The",2004,1,7478,0345950
Stage Beauty,2004,0,7471,0368658
"Stepford Wives, The",2004,1,1131,0327162
Stop Mom Theresa!,2004,0,8546,0379071
Stuck in the Suburbs,2004,1,8959,0410696
Swades,2004,1,5988,0367110
Taking Lives,2004,0,6149,0364045
Tales From The Crapper,2004,1,3833,0338479
Taxi,2004,1,4486,0316732
Team America: World Police,2004,0,2386,0372588
Terkel i knibe,2004,0,1890,0386820
"Terminal, The",2004,0,2035,0362227
They Came Back,2004,1,3705,0378661
"Third Society, The",2004,0,3423,0221637
Three... Extremes,2004,1,2768,0420251
Tropical Malady,2004,0,1498,0381668
Troy,2004,0,956,0332452
Van Helsing,2004,1,957,0338526
Veer-Zaara,2004,1,5976,0420332
Vera Drake,2004,1,2612,0383694
"Village, The",2004,1,4842,0368447
White Chicks,2004,1,4298,0381707
"Whole Ten Yards, The",2004,0,132,0327247
Wimbledon,2004,1,342,0360201
With Blood on My Hands: Pusher II,2004,1,2995,0396184
Without a Paddle,2004,1,6008,0364751
Yu-Gi-Oh!: The Movie,2004,0,7206,0403703
2 Fast 2 Furious,2003,0,4820,0322259
21 grams,2003,1,4845,0315733
2LDK,2003,1,2741,0362387
A Tale of Two Sisters,2003,1,2320,0365376
An Unexpected Love,2003,1,5825,0329679
Angels in America,2003,1,39,0318997
Anger Management,2003,0,8436,0305224
Apr&egrave;s Vous,2003,1,3902,0344604
April&#39;s Shower,2003,1,8794,0325007
Bad Santa,2003,0,7967,0307987
"Barbarian Invasions, The",2003,1,2499,0338135
Barbie of Swan Lake,2003,1,8879,0383206
Basic,2003,1,5567,0264395
"Best of Youth, The",2003,1,1767,0346336
Big Fish,2003,0,2402,0319061
"Blind Swordsman: Zatoichi, The",2003,0,1527,0363226
Bon voyage,2003,1,4035,0310778
Brother Bear,2003,0,7027,0328880
Bruce Almighty,2003,1,142,0315327
Bu san,2003,0,6801,0377556
Calendar Girls,2003,1,292,0337909
Camp,2003,1,4511,0342167
Casa de los babys,2003,1,2844,0303830
Charlie&#39;s Angels: Full Throttle,2003,1,3263,0305357
Cheaper by the Dozen,2003,0,8865,0349205
"Cheetah Girls , The",2003,1,6995,0800318
Coffee and Cigarettes,2003,1,4302,0379217
Cold Mountain,2003,1,1458,0159365
"Core, The",2003,1,320,0298814
Cradle 2 the Grave,2003,0,4378,0306685
Daddy Day Care,2003,1,3700,0317303
Daredevil,2003,0,2193,0287978
Darkness Falls,2003,0,4868,0282209
De gr&oslash;nne slagtere (&#39;Green Butchers&#39;),2003,0,4723,0342492
Dead Like Me,2003,1,2167,0348913
Dies irae,2003,0,5430,0406709
Distant Lights (Lichter),2003,1,2107,0351238
Dogville,2003,1,2515,0276919
Down With Love,2003,1,1400,0309530
Dreamcatcher,2003,0,4161,0285531
"Dreamers, The",2003,0,2891,0309987
Elephant,2003,1,5107,0363589
Elf,2003,0,8002,0319343
Evil,2003,0,7392,0338309
Fear X,2003,0,6234,0289944
Final Destination 2,2003,1,2821,0309593
Finding Nemo,2003,0,778,0266543
"Five Obstructions, The",2003,0,1225,0354575
"Forest for the Trees, The",2003,1,4829,0386862
Freaky Friday,2003,1,1095,0322330
Freddy vs. Jason,2003,1,8242,0329101
Girl with a Pearl Earring,2003,1,2957,0335119
Girls Will Be Girls,2003,1,1514,0339071
Goodbye Lenin!,2003,1,2044,0301357
Gothika,2003,1,5360,0348836
"Heung joh chow heung yau chow (Turn Left, Turn Right)",2003,1,5278,0367174
High Roller: The Stu Ungar Story,2003,1,5419,0338467
High Tension,2003,1,5819,0338095
Holes,2003,0,1136,0311289
Hollywood Homicide,2003,0,1073,0329717
Hot Wheels: World Race Highway 35,2003,0,7726,0377191
House of 1000 Corpses,2003,1,7512,0251736
House of Sand and Fog,2003,1,2611,0315983
House of the Dead,2003,0,5056,0317676
How to Lose a Guy in 10 Days,2003,1,1153,0251127
Hulk,2003,0,3227,0286716
I Capture the Castle,2003,1,1450,0300015
I&#39;m Not Scared,2003,1,8198,0326977
Identity,2003,0,126,0309698
In the Cut,2003,1,2262,0199626
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,0,4184,0368667
Intolerable Cruelty,2003,1,5806,0138524
It&#39;s Better to Be Wanted for Murder Than Not to Be Wanted at All,2003,0,3137,0339882
"Italian Job, The",2003,0,48,0317740
Jeepers Creepers II,2003,1,3542,0301470
Johnny English,2003,0,6662,0274166
Ju-on 2,2003,1,6446,0367913
"Jungle Book 2, The",2003,0,1061,0283426
Kangaroo Jack,2003,0,8731,0257568
Kill Bill: Vol. 1,2003,1,508,0266697
Kontroll,2003,0,8530,0373981
Lara Croft Tomb Raider: The Cradle of Life,2003,1,411,0325703
"Last Samurai, The",2003,0,1404,0325710
Le divorce,2003,1,1997,0306734
"League of Extraordinary Gentlemen, The",2003,0,2097,0311429
"Legally Blonde 2: Red, White &amp; Blonde",2003,1,1858,0333780
